urn:cts:greekLit:tlg5026.msA.hmt:1.1	  ζητοῦσι δια τί ἀπὸ τῆς μήνιδος ἤρξατο οὕτως δυσφήμου ὀνόματος· δια δύο ταῦτα· πρῶτον μὲν ἵν' ἐκ τοῦ πάθους ἀπκαταῥρεύσῃ τὸ τοιοῦτο μόριον τῆς ψυχῆς καὶ προσεκτικωτέρους τοὺς ἀκροατὰς ἐπι τοῦ μεγέθους ποιήσῃ καὶ προσεθίζῃ φέρειν γενναίως ἡμᾶς τὰ πάθη. μέλλων πολλέμους ἀπαγγέλλειν· δεύτερον. ἵνα τὰ ἐγκώμια τῶν Ἑλλήνων πιθανώτερα ποιήσῃ· ἐπεὶ δὲ ἔμελλε, νικωντας ἀποφαίνειν τοὺς Ἑλληνας, εἰκότως οὐ κατατρέχει ἀξιοπιστότερον ἐκ τοῦ μὴ παντα χαρίζεσθαι τῷ εκείνων ἐπαίνῳ· ἤρξατο μὲν ἀπὸ μήνιδος ἐπείπερ αὕτη τοῖς πρακτικοῖς ὑπόθεσις γέγονεν· ἄλλῳς τε καὶ τραγῳδίαις τραγικὸν ἐξεῦρε προοίμιον· καὶ γὰρ προσεκτικοὺς ἡμᾶς ἡ τῶν ἀτυχημάτων διήγησις ἐργάζεται· καὶ ὡς ἄριστος ϊατρὸς, πρῶτον ἀναστέλλων τὰ νοσήματα τῆς ψυχῆς ὕστερον τὴν ΐασιν ἐπάγει.  Ἑλληνικὸν δὲ τὸ προ τέλει τὰς ηδονὰς ἐπάγειν· ῾ϊστέον δέ, ὥσπερ ἐπι συκῆς πρωτον μέν ἐστιν όλυνθος εἶτα φίλιξ σύκον ϊσχάς. οὕτω πρῶτον·  ὀργή ·  θυμός ·  χόλος ·  κότος ·  μῆνις · ὅμως ὁ ποιητὴς ὡς συνωνύμοις ὀνόμασιν ἐπὶ  Ἀχιλλεως χρῆται   ἢἐ  χόλ  ο ν παύσειεν, ἐρητύσειε τε θυμόν  urn:cts:greekLit:tlg0012.tlg001:1.192 ·   οὐδ' ὄθομαι κοτέοντος  urn:cts:greekLit:tlg0012.tlg001:1.181 ,   αὐτὰρ ὁ μήνιε νηυσίν  urn:cts:greekLit:tlg0012.tlg001:1.488 ·
urn:cts:greekLit:tlg5026.msA.hmt:1.2	  παρὰ τὸ  μένω  μῆνις ὡς  ἐνὸς  ἦνις · οἱ δὲ περὶ  Γλαύκωνα τὸν   Ταρ  σέα ἠξίουν ὀξύνειν τὸ ὄνομα οὐκ ὀρθῶς.
urn:cts:greekLit:tlg5026.msA.hmt:1.3	  ὅτι κατὰ τὴν ποιητικὴν ἤτοι άδειαν ἠ συνήθειαν λαμβάνει τὰ προστακτικὰ ἀντι εὐκτικῶν· καὶ γὰρ  Ἡσίοδός φησι·  δεῦτε δὴ ἐννέπετε  opp.2 , καὶ  Πίνδαρος ·  μαντεύο  Μοῦσα  fr. 150 sn.  , καὶ  Ἀντίμαχος ὁ   Κολοφ  ώνιος.  ἐννέπετε   Κρονί  ανος Διὸς  μεγάλοιο θύγατρες  fr. 1 w · δευτερον δὲ ὅτι οὐ κατὰ ἀλήθειαν ταῖς  Μούσαις ἐπιτάσσουσιν, ἀλλ' ἑαυτοῖς⁑
urn:cts:greekLit:tlg5026.msA.hmt:1.4	  οὕτως εἴωθε τὴν  Μοῦσαν καλεῖν· ἀμέλει καὶ ἐν  Ὀδυσσεία ·   ἄνδρα μοι ἔννεπε  Μοῦσα  urn:cts:greekLit:tlg0012.tlg002:1.1 ⁑
urn:cts:greekLit:tlg5026.msA.hmt:1.5	  οὕτως ἀναγνωστεον δια τοῦ ενὸς  λ καὶ διὰ τὸ μέτρον καὶ διὰ τὸ ἄχος ὅ ἐστι λύπην ἐπενεγκεῖν τοῖς Ἰλιεῦσιν, οἱ δὲ παρὰ τὸ μὴ θιγεῖν χείλεσι θηλῆς ὅλως γὰρ οὐ μετέσχε γάλακτος⁑
urn:cts:greekLit:tlg5026.msA.hmt:1.6	  τινὲς θρηνητικά· παρὰ τὸ μύρεσθαι καὶ ἐπίθετον αὐτὸ τῶν ἀλγέων ήκουσαν, ἐφ οἷς μύριᾶσθαι καὶ τὸ κλαῦσαι, οὐδὲν δὲ ἄτοπον εἰ παρὰ  Μουσῶν ταῦτα ἐρωτᾷ φρόνησις μὲν γάρ ἐστιν ἡ πάντ εἴδησις· προαίρεσις δὲ ἀκριβῆς ἡ τῶν ἀμεινόνων πραξεων αἵρεσις⁑
urn:cts:greekLit:tlg5026.msA.hmt:1.7	   Ξοῦθος ὁ  Αἰόλου παῖς, ἀγόμενος  Κρέουσαν τὴν  Ἐρεχθεως θυγατέρα ἔσχεν εξ αυτῆς δύο παῖδας,  ΄Ϊονα καὶ  Ἀχαιόν · ὧν ὁ μὲν  ΄Ϊων ᾤκησεν  Ἀθήνας , ὁ δὲ  Ἀχαιὸς φονον ἐμφύλιον δράσας, παρεγένετο εἰς  Θεσσαλιαν καὶ κυριεύσας τῆς χώρας τοὺς ὑποτεταγμένους, ἀφ εαυτοῦ προσηγόρευσεν Ἀχαιούς, Ἕλληνες δὲ κοινῶς πάντες οἱ τῆς  Ἑλλάδος ἐκλήθησαν ἀπο  Ελληνος τοῦ  Διός · πρῶτοι οῦν οὗτως ἐλέγοντο οἱ ἐν  Θεσσαλία   ἄνοι  ἄνθρωποι καὶ οὖτοι οὐ πάντες, ἀλλα μόνοι οἱ ἐν  Ἑλλάδι τῇ   πο  πόλει ἔτειτα μεγάλα δυναστευθέντος τοῦ  Ἕλληνος , καὶ τῶν τούτου παίδων ἀπ αυτοῦ πάντες ἐκλήθησαν Ἕλληνες⁑
urn:cts:greekLit:tlg5026.msA.hmt:1.8	  ὅτι  Ζηνόδοτος τοὺς δύο ἀθετεῖ· γίνεται δὲ τὸ προοίμιον κόλον καὶ πρὸς τὰς ψυχὰς ἀντιδιέσταλκεν τὸ αὐτοὺς δὲ ἐπί τινῶν σωμάτων·  ἥρωας δὲ φασὶ κλνθῆναι. ἀπο τῆς  ἀρετῆς , ἢ ἀπο τοῦ  ἀέρος . ὡς φησιν  Ἱσίοδος   urn:cts:greekLit:tlg0012.tlg001:15.124  ἠέρα ἐσσαμενοι , ἢ ἀπο τῆς  ἐράσεως τοῦτέστι τῆς μίξεως τῶν θεῶν· οἱ γὰρ θεοὶ θνηταῖς γυναιξὶ συνερχόμενοι. ἐποίουν γένος τὸ τῶν ἡρώων. ἠ ἀπο τῆς ερας, έρα δὲ ἡ γῆ κατὰ διάλεκτον· ἐκ δὲ τῆς γῆς ἐπλάσθη τὸ γενος τῶν   ἀνων  ἀνθρώπων ⁑
urn:cts:greekLit:tlg5026.msA.hmt:1.9	  τινὲς σὺν τῷ  ϊ κατὰ δοτικὴν οἷον τῆ βουλῇ τοῦ  Διὸς ἐτελειοῦτο⁑
urn:cts:greekLit:tlg5026.msA.hmt:1.10	   Ἀρίσταρχος συνάπτει ἵνα μὴ παροῦσα τίς φαίνηται βουλῆ καθ' Ἑλληνων, ἀλλ αφ οῦ χρόνου ἐγένετο ἡ μῆνις ἵνα μὴ τὰ παρα τοῖς νεωτέροις πλάσματα δεξώμεθα⁑
